site_ID,sample_dt,state_abb,HUC02_code,d2H__permil,d18O__permil,latitude,longitude,elevation__m,mean_annual_air_temp__degC,annual_precip__mm,d2H_precip_annual__permil,d18O_precip_annual__permil,dist2coast__km,d2H_precip_season_1__permil,d2H_precip_season_2__permil,d18O_precip_season_1__permil,d18O_precip_season_2__permil
USGS - 391007119465301,1989-06-08,NV,16,-107,-14.2,39.16852054,-119.7824039,1449.8323681804327,9.630000114440918,290.5399980545044,-95.94164141688414,-13.127277622558488,285.877625,-102.89226210256903,-67.88736820904752,-14.003842092508414,-9.589265848173055
USGS - 391008119450601,1987-09-03,NV,16,-104,-14.2,39.1687986,-119.7526809,1416.8241389820178,10.289999961853027,218.27999877929687,-93.56977254025436,-12.845846754700739,285.877625,-101.12123380883628,-66.16930501703797,-13.801172221725754,-9.379449523448558
USGS - 391008119450602,1987-09-02,NV,16,-103,-13.7,39.1687986,-119.7526809,1416.9003352636391,10.289999961853027,218.27999877929687,-93.56977254025436,-12.845846754700739,285.877625,-101.12123380883628,-66.16930501703797,-13.801172221725754,-9.379449523448558
USGS - 391010119452101,1989-01-13,NV,16,-108,-14.6,39.1693541,-119.7568477,1420.1462968607132,10.289999961853027,218.27999877929687,-93.6288523654947,-12.848249932899417,285.877625,-101.17638594489141,-66.24263645744689,-13.802921703577356,-9.384224638003792
USGS - 391010119452101,1989-05-31,NV,16,-110,-14.2,39.1693541,-119.7568477,1420.1462968607132,10.289999961853027,218.27999877929687,-93.6288523654947,-12.848249932899417,285.877625,-101.17638594489141,-66.24263645744689,-13.802921703577356,-9.384224638003792
USGS - 391013119455001,1989-01-12,NV,16,-108,-14.1,39.1701874,-119.7649035,1426.0286498018897,10.289999961853027,218.27999877929687,-93.6288523654947,-12.848249932899417,285.877625,-101.17638594489141,-66.24263645744689,-13.802921703577356,-9.384224638003792
USGS - 391013119455001,1989-05-30,NV,16,-111,-14,39.1701874,-119.7649035,1426.0286498018897,10.289999961853027,218.27999877929687,-93.6288523654947,-12.848249932899417,285.877625,-101.17638594489141,-66.24263645744689,-13.802921703577356,-9.384224638003792
USGS - 391015094245803,1999-05-14,MO,10,-33.4,-5.8,39.17083716,-94.41634,222.49314233465407,13.130000114440918,1044.1299858093262,-40.36305673671493,-6.384177984205038,1048.0691875,-63.71422915188458,-29.5145168753842,-9.429130494074109,-4.969547172886885
USGS - 391016121411701,1996-06-12,CA,18,-72.8,-10.1,39.17100255,-121.6891356,17.372752209692166,16.670000076293945,544.2299912571907,-69.19641724026144,-9.46385367480996,160.8726875,-70.94258707187142,-58.26829087755881,-9.700114381333062,-7.985253578662701
USGS - 391018094234401,1998-07-15,MO,10,-39.2,-6.45,39.17167059,-94.3957839,222.18835720816824,13.010000228881836,1050.7699966430664,-40.26975320806125,-6.372940283075595,1047.618625,-63.528148411900084,-29.376553398254586,-9.406166436114404,-4.952311842043882
USGS - 391034094235303,2000-03-31,MO,10,-39.7,-6.31,39.17611495,-94.3982839,221.88357208168242,13.130000114440918,1044.1299858093262,-40.1852175535307,-6.362033794056503,1047.618625,-63.48588050273725,-29.360143490343802,-9.400928335641106,-4.9502174068688305
USGS - 391035119454201,1989-01-19,NV,16,-110,-13.4,39.1762986,-119.7626813,1433.221578786955,10.289999961853027,218.27999877929687,-93.6288523654947,-12.848249932899417,285.877625,-101.17638594489141,-66.24263645744689,-13.802921703577356,-9.384224638003792
USGS - 391035119454201,1989-06-05,NV,16,-108,-14.2,39.1762986,-119.7626813,1433.221578786955,10.289999961853027,218.27999877929687,-93.6288523654947,-12.848249932899417,285.877625,-101.17638594489141,-66.24263645744689,-13.802921703577356,-9.384224638003792
USGS - 391036119440701,1988-09-20,NV,16,-117,-15.3,39.1774101,-119.7349024,1424.8704663212434,10.289999961853027,218.27999877929687,-92.7931341333853,-12.766343818950554,289.54878125,-100.3303297418107,-65.44442953974144,-13.719313773764638,-9.308493560733204
USGS - 391036119470001,1987-09-04,NV,16,-104,-14.1,39.17657616,-119.7843486,1459.006400487656,9.630000114440918,290.5399980545044,-95.94164141688414,-13.127277622558488,285.877625,-102.89226210256903,-67.88736820904752,-14.003842092508414,-9.589265848173055
USGS - 391037119461501,1989-03-10,NV,16,-112,-14.5,39.17685406,-119.7718483,1438.9210606522402,9.630000114440918,290.5399980545044,-95.40019002130525,-13.05899233977121,285.877625,-102.31834582807363,-67.47695237216354,-13.931710319017593,-9.536505866904665
USGS - 391038077082201,2014-06-05,MD,2,-44.2,-7.57,39.1790972,-77.138375,142.63943919536726,12.579999923706055,1087.5500106811523,-43.497824370000195,-7.200890615435792,64.5152734375,-56.78060284026382,-31.787637441883554,-8.945054561504792,-5.663224035964195
USGS - 391039119443001,1989-06-06,NV,16,-112,-13.9,39.17740998,-119.7426806,1414.6296860713196,10.289999961853027,218.27999877929687,-93.1787749782405,-12.805224636689859,289.54878125,-100.7230409006209,-65.80441575948335,-13.759331684078653,-9.34324843952426
USGS - 391039119445701,1989-01-20,NV,16,-108,-13.7,39.17740985,-119.750181,1422.9198415117344,10.289999961853027,218.27999877929687,-93.56977254025436,-12.845846754700739,285.877625,-101.12123380883628,-66.16930501703797,-13.801172221725754,-9.379449523448558
USGS - 391039119445701,1989-06-06,NV,16,-108,-14.3,39.17740985,-119.750181,1422.9198415117344,10.289999961853027,218.27999877929687,-93.56977254025436,-12.845846754700739,285.877625,-101.12123380883628,-66.16930501703797,-13.801172221725754,-9.379449523448558
USGS - 391042094241701,1999-09-08,MO,10,-42.9,-6.47,39.1783371,-94.4049508,220.05486132276744,13.130000114440918,1044.1299858093262,-40.343938234089016,-6.382056129364033,1048.0691875,-63.683432468158244,-29.50082384825863,-9.42535223705548,-4.9681948530908
USGS - 391042094241701,1999-11-18,MO,10,-43.6,-6.49,39.1783371,-94.4049508,220.05486132276744,13.130000114440918,1044.1299858093262,-40.343938234089016,-6.382056129364033,1048.0691875,-63.683432468158244,-29.50082384825863,-9.42535223705548,-4.9681948530908
USGS - 391042094241701,2000-02-22,MO,10,-43.3,-6.52,39.1783371,-94.4049508,220.05486132276744,13.130000114440918,1044.1299858093262,-40.343938234089016,-6.382056129364033,1048.0691875,-63.683432468158244,-29.50082384825863,-9.42535223705548,-4.9681948530908
USGS - 391042094241703,1999-05-26,MO,10,-36.3,-5.89,39.1783371,-94.4049508,220.05486132276744,13.130000114440918,1044.1299858093262,-40.343938234089016,-6.382056129364033,1048.0691875,-63.683432468158244,-29.50082384825863,-9.42535223705548,-4.9681948530908
USGS - 391053119432501,1989-03-07,NV,16,-110,-13.7,39.1812992,-119.7246242,1412.922889362999,10.300000190734863,230.37999725341797,-92.64203562248353,-12.75044626764565,289.54878125,-100.32315678506735,-65.24036640440993,-13.721732547878748,-9.285474995837085
USGS - 391053119432501,1989-06-02,NV,16,-108,-13.6,39.1812992,-119.7246242,1412.922889362999,10.300000190734863,230.37999725341797,-92.64203562248353,-12.75044626764565,289.54878125,-100.32315678506735,-65.24036640440993,-13.721732547878748,-9.285474995837085
USGS - 391057108484301,1991-09-03,CO,14,-124,-16.45,39.18248076,-108.8126024,1376.4096312099969,11.359999656677246,252.19000053405762,-89.2705635057093,-12.342376192495772,962.3508125,-112.89703411501428,-66.06194994478398,-15.449042543358631,-9.290654258305455
USGS - 391057108484301,1992-02-19,CO,14,-123,-16.35,39.18248076,-108.8126024,1376.4096312099969,11.359999656677246,252.19000053405762,-89.2705635057093,-12.342376192495772,962.3508125,-112.89703411501428,-66.06194994478398,-15.449042543358631,-9.290654258305455
USGS - 391059122043601,1997-09-17,CA,18,-60.4,-7.53,39.18316667,-122.0780833,14.934471197805546,16.690000534057617,424.9699994325638,-63.64745928905105,-8.819624127808934,133.409734375,-65.08125131936112,-53.2198828990365,-9.012074626291465,-7.419984418564299
USGS - 391100121020001,2016-02-04,CA,18,-62.7,-9.53,39.18766667,-121.0416389,870.7711063700091,13.949999809265137,1481.5400035977364,-86.25149219151727,-11.632138004229224,201.832875,-89.90736614470762,-66.08679946159069,-12.082641823127696,-9.147295631160203
USGS - 391110119460601,2002-04-23,NV,16,-112,-15.08,39.18613196,-119.7693484,1439.804937519049,10.289999961853027,218.27999877929687,-94.19927238130967,-12.913568567078212,285.877625,-101.75615091932704,-66.77914830289801,-13.869973502271453,-9.443254486962767
USGS - 391110119460602,2002-04-24,NV,16,-105,-13.67,39.18610418,-119.7693484,1439.804937519049,10.289999961853027,218.27999877929687,-94.19927238130967,-12.913568567078212,285.877625,-101.75615091932704,-66.77914830289801,-13.869973502271453,-9.443254486962767
USGS - 391111119481901,2002-09-17,NV,16,-106,-14.11,39.1862982,-119.8062939,1587.1685461749466,9.630000114440918,290.5399980545044,-99.07541320595365,-13.573793524926073,282.22609375,-106.39360444672397,-69.53754195792395,-14.48873059201161,-9.880901276189336
USGS - 391120119461701,1989-03-09,NV,16,-108,-13.9,39.1887986,-119.772404,1439.4087168546173,9.4399995803833,324.95999908447266,-96.09576057820146,-13.153491492781946,285.877625,-102.66680770050353,-67.99113048963439,-13.981760582597426,-9.610951499213574
USGS - 391120119461701,1989-06-02,NV,16,-111,-13.8,39.1887986,-119.772404,1439.4087168546173,9.4399995803833,324.95999908447266,-96.09576057820146,-13.153491492781946,285.877625,-102.66680770050353,-67.99113048963439,-13.981760582597426,-9.610951499213574
USGS - 391121119422801,1988-08-19,NV,16,-116,-15.1,39.18907735,-119.7087902,1408.107284364523,10,301.389995098114,-93.09153719923856,-12.826271021557014,289.54878125,-100.14805271574586,-65.38000676370497,-13.7156419748326,-9.333636772191294
USGS - 391123119435301,1988-08-30,NV,16,-107,-13.7,39.1896325,-119.7324025,1429.4422432185308,9.850000381469727,291.84999895095825,-93.85702404996714,-12.904080200970856,289.54878125,-100.78875446017965,-66.12417478126267,-13.777620684498245,-9.409171395828935
USGS - 391126119423201,2002-09-17,NV,16,-106,-13.43,39.19032735,-119.7099014,1413.288631514782,10,301.389995098114,-93.80585258515138,-12.89835612920896,289.54878125,-100.88339342091196,-66.01175409069425,-13.790660519024524,-9.394202038290901
USGS - 391127088273501,2013-08-20,IL,5,-39.7,-6.66,39.22466667,-88.4930278,195.0624809509296,12.079999923706055,1073.7300033569336,-36.359035405467225,-6.1386135487533116,981.7986875,-51.910469141669296,-23.830487401900438,-8.253659528649038,-4.434689894326631
USGS - 391127119442501,2002-09-17,NV,16,-110,-13.81,39.19074349,-119.7412363,1428.8326729655591,9.850000381469727,291.84999895095825,-94.35795495664826,-12.955644287114287,289.54878125,-101.29889370153646,-66.58826452090132,-13.830585862418012,-9.455129920726328
USGS - 391144093190101,2018-06-20,MO,10,-38.9,-6.37,39.19555556,-93.3169444,210.6065224017068,12.170000076293945,1041.900001525879,-37.676887480720005,-6.104903620524355,1042.77,-59.323841355076794,-26.384887662824827,-8.927342962722529,-4.632595606182321
USGS - 391154120475101,2016-08-09,CA,18,-71.1,-10.62,39.19819444,-120.7975278,1157.5739103931728,12.670000076293945,1625.7899963855743,-90.9744002035816,-12.279620311517975,217.04446875,-95.11578270577368,-69.86824083001366,-12.804482759217331,-9.604709223856805
USGS - 391158119555001,1989-11-07,NV,16,-106,-14.25,39.1993524,-119.9315756,1898.8113380067052,6.079999923706055,730.2799973487854,-104.71369129425199,-14.346547743486898,274.9851875,-111.51980639050274,-74.04720049846726,-15.193057216873925,-10.532408188317278
USGS - 391200077520401,2014-06-25,WV,2,-49.9,-7.88,39.20010326,-77.8674954,147.82078634562632,12.170000076293945,992.3600082397461,-44.60028706588255,-7.369840273574901,128.463625,-58.6301110993173,-33.19599147676572,-9.223613070385543,-5.862980761594211
USGS - 391203108473801,1991-08-28,CO,14,-119,-15.45,39.20081375,-108.7945462,1371.5330691862237,11.289999961853027,246.0300006866455,-89.52500492656127,-12.3713662381358,969.3124375,-112.99940169746935,-66.31059014694577,-15.457319093676318,-9.319590701749213
USGS - 391203108473801,1991-12-10,CO,14,-120,-15.4,39.20081375,-108.7945462,1371.5330691862237,11.289999961853027,246.0300006866455,-89.52500492656127,-12.3713662381358,969.3124375,-112.99940169746935,-66.31059014694577,-15.457319093676318,-9.319590701749213
USGS - 391203108473801,1992-01-13,CO,14,-118,-15.45,39.20081375,-108.7945462,1371.5330691862237,11.289999961853027,246.0300006866455,-89.52500492656127,-12.3713662381358,969.3124375,-112.99940169746935,-66.31059014694577,-15.457319093676318,-9.319590701749213
USGS - 391203108473801,1992-02-20,CO,14,-118,-15.45,39.20081375,-108.7945462,1371.5330691862237,11.289999961853027,246.0300006866455,-89.52500492656127,-12.3713662381358,969.3124375,-112.99940169746935,-66.31059014694577,-15.457319093676318,-9.319590701749213
USGS - 391203108473801,1992-03-19,CO,14,-118,-15.4,39.20081375,-108.7945462,1371.5330691862237,11.289999961853027,246.0300006866455,-89.52500492656127,-12.3713662381358,969.3124375,-112.99940169746935,-66.31059014694577,-15.457319093676318,-9.319590701749213
USGS - 391203108473801,1992-04-17,CO,14,-119,-15.45,39.20081375,-108.7945462,1371.5330691862237,11.289999961853027,246.0300006866455,-89.52500492656127,-12.3713662381358,969.3124375,-112.99940169746935,-66.31059014694577,-15.457319093676318,-9.319590701749213
USGS - 391203108473801,1992-05-29,CO,14,-119,-15.55,39.20081375,-108.7945462,1371.5330691862237,11.289999961853027,246.0300006866455,-89.52500492656127,-12.3713662381358,969.3124375,-112.99940169746935,-66.31059014694577,-15.457319093676318,-9.319590701749213
USGS - 391204119451401,1988-08-17,NV,16,-113,-14.5,39.20102118,-119.7549038,1438.5857970131058,9.850000381469727,291.84999895095825,-94.72537492527998,-12.992989627408832,288.862875,-101.67450597571546,-66.9229082931785,-13.869145243024382,-9.487618064156594
USGS - 391207108474301,1991-08-28,CO,14,-124,-16.45,39.20192485,-108.7959352,1374.580920451082,11.289999961853027,246.0300006866455,-89.53506104558335,-12.372616071438648,969.3124375,-113.01724589765013,-66.31294443912184,-15.459676814202057,-9.31974491786985
USGS - 391207108474301,1992-02-20,CO,14,-123,-16.45,39.20192485,-108.7959352,1374.580920451082,11.289999961853027,246.0300006866455,-89.53506104558335,-12.372616071438648,969.3124375,-113.01724589765013,-66.31294443912184,-15.459676814202057,-9.31974491786985
USGS - 391208108473801,1991-08-28,CO,14,-123,-16.45,39.2022026,-108.7945462,1374.580920451082,11.289999961853027,246.0300006866455,-89.53506104558335,-12.372616071438648,969.3124375,-113.01724589765013,-66.31294443912184,-15.459676814202057,-9.31974491786985
USGS - 391208108473801,1992-02-18,CO,14,-124,-16.4,39.2022026,-108.7945462,1374.580920451082,11.289999961853027,246.0300006866455,-89.53506104558335,-12.372616071438648,969.3124375,-113.01724589765013,-66.31294443912184,-15.459676814202057,-9.31974491786985
USGS - 391217121305201,2006-07-26,CA,18,-72.5,-10.43,39.2048333,-121.5157222,28.95458701615361,16.65999984741211,598.8100003898144,-71.61579901930072,-9.811329435923057,174.544296875,-73.46896351915215,-60.41067149210242,-10.058141930677856,-8.318981888727762
USGS - 391219096174201,2018-07-23,KS,10,-41,-6.25,39.20520556,-96.2949639,300.21334958854004,12.920000076293945,877.1299896240234,-42.9708494259269,-6.63539441443357,1079.43425,-69.769964970145,-32.82662617197116,-10.133602984916601,-5.3112235473091065
USGS - 391224119472101,1988-08-12,NV,16,-106,-13.9,39.20268756,-119.7799046,1478.2078634562633,9.4399995803833,324.95999908447266,-98.17730040250493,-13.444574729770705,288.862875,-104.97369916769553,-69.1088325180742,-14.296408516258095,-9.801247597226205
USGS - 391226108472801,1991-09-03,CO,14,-122,-16.3,39.20720254,-108.7917684,1381.9262419993904,11.289999961853027,246.0300006866455,-89.70736016917294,-12.393571345848525,969.3124375,-113.20819994399064,-66.46679524409176,-15.482018272279896,-9.339329360534219
USGS - 391226108472801,1992-02-18,CO,14,-121,-16.25,39.20720254,-108.7917684,1381.9262419993904,11.289999961853027,246.0300006866455,-89.70736016917294,-12.393571345848525,969.3124375,-113.20819994399064,-66.46679524409176,-15.482018272279896,-9.339329360534219
USGS - 391231119442903,2002-09-17,NV,16,-113,-14.4,39.20852145,-119.7424034,1464.1572691252666,9.850000381469727,291.84999895095825,-94.66548290533822,-12.987572925442361,292.49403125,-101.61339186379212,-66.8679056809155,-13.863514310345293,-9.483058467930357
USGS - 391233075433102,2013-08-28,DE,2,-41.1,-6.93,39.2092781,-75.7249314,19.811033221578786,12.979999542236328,1106.9300003051758,-40.703549528134154,-6.776974649509375,26.48447265625,-53.00361322226103,-30.02845701351236,-8.408871540143197,-5.360669076706294
USGS - 391240077225601,2014-06-10,MD,2,-46,-7.63,39.22000278,-77.3973111,130.14324900944834,12.619999885559082,1056.3499908447266,-43.189501829031585,-7.159527989747999,86.7387890625,-56.7537800091176,-31.888917053237524,-8.950269443359748,-5.667636872287991
USGS - 391251119491701,1988-08-26,NV,16,-111,-15,39.1490763,-119.7437913,1424.8704663212434,10.289999961853027,218.27999877929687,-92.99362879434288,-12.783697112620764,286.68071875,-100.5395213443607,-65.61336735929069,-13.738024198154628,-9.320922507328127
USGS - 391253075461701,2016-01-07,MD,2,-41.9,-6.94,39.2148333,-75.77127778,17.677537336177995,12.960000038146973,1100.0100021362305,-40.768334474366036,-6.785439023269169,30.717958984375,-53.12686163177658,-30.03523378560505,-8.422918733763108,-5.363325031604484
USGS - 391253075461702,2016-01-07,MD,2,-39.9,-6.75,39.2148333,-75.77127778,17.677537336177995,12.960000038146973,1100.0100021362305,-40.768334474366036,-6.785439023269169,30.717958984375,-53.12686163177658,-30.03523378560505,-8.422918733763108,-5.363325031604484
